solarSystemID,solarSystemName,security,x,y,z,fromSolarSystemID,toSolarSystemID,,,,,
30004982,Indregulle,0.24197869,-2.1971E+17,5.52875E+16,7.73055E+16,30002113,30002109,,,,,
30004983,Amane,0.552847851,-1.94105E+17,4.77549E+16,7.76303E+16,30002113,30002111,,,,,
30004984,Abune,0.285634044,-2.11266E+17,5.58065E+16,8.14164E+16,30002113,30002114,,,,,
30004985,Deven,0.317772479,-2.03441E+17,4.07752E+16,8.20539E+16,30002114,30002109,,,,,
30004986,Estaunitte,0.42820394,-1.963E+17,4.85757E+16,8.21899E+16,30002114,30002111,,,,,
30004987,Deninard,0.70938757,-2.29007E+17,1.35379E+16,3.42459E+16,30002114,30002113,,,,,
30004988,Hulmate,0.431834053,-2.30375E+17,4.64046E+15,3.52665E+16,30002115,30002112,,,,,
30004989,Annages,0.660625715,-2.21926E+17,1.4822E+16,3.77589E+16,30002115,30002116,,,,,
30004990,Onne,0.388280109,-2.25099E+17,4.52798E+15,4.11459E+16,30002116,30002115,,,,,
30004991,Vitrauze,0.299745972,-2.18628E+17,4.45202E+14,3.62177E+16,30002117,30002119,,,,,
30004992,Palmon,0.449709669,-2.13804E+17,7.52998E+15,3.26939E+16,30002117,30002120,,,,,
30004993,Villore,0.9,-2.23911E+17,3.35445E+16,5.73298E+16,30002118,30001166,,,,,
30004994,Arant,0.604753481,-2.30422E+17,1.83999E+16,5.08803E+16,30002118,30002120,,,,,
30004995,Allamotte,0.590296977,-2.34739E+17,2.50654E+16,5.43037E+16,30002119,30002117,,,,,
30004996,Obalyu,0.423576765,-2.26827E+17,1.04595E+16,5.05246E+16,30002119,30002121,,,,,
30004997,Vifrevaert,0.394994213,-2.46025E+17,1.97721E+16,5.5508E+16,30002119,30002122,,,,,
30004998,Parts,0.370081597,-2.24209E+17,1.66923E+16,5.80386E+16,30002119,30002123,,,,,
30004999,Ladistier,0.284999889,-2.55131E+17,1.79544E+16,5.38813E+16,30002120,30002117,,,,,
30005000,Old Man Star,0.335686589,-2.19688E+17,3.67056E+16,6.74579E+16,30002120,30002118,,,,,
30005001,Arnon,0.8,-2.37395E+17,5.45903E+16,3.01737E+16,30002120,30002133,,,,,
30005002,Laurvier,0.731049558,-2.4354E+17,5.34275E+16,3.4259E+16,30002121,30002119,,,,,
30005003,Adirain,0.42368577,-2.38488E+17,6.23502E+16,2.79916E+16,30002122,30002103,,,,,
30005004,Attyn,0.669496111,-2.37312E+17,5.04537E+16,3.88496E+16,30002122,30002110,,,,,
30005005,Ignebaener,-1,-2.38291E+17,5.55894E+16,4.38588E+16,30002122,30002119,,,,,
30005006,Aere,0.609061572,-2.30713E+17,5.26703E+16,3.37526E+16,30002122,30004804,,,,,
30005007,Lisbaetanne,0.3732626,-2.35501E+17,6.19502E+16,4.40826E+16,30002123,30002119,,,,,
30005008,Aeschee,0.156530492,-2.31903E+17,7.5701E+16,5.03691E+16,30002123,30002124,,,,,
30005009,Allebin,0.460555881,-2.1497E+17,2.54296E+16,5.86189E+16,30002123,30002125,,,,,
30005010,Atlulle,0.404095854,-2.12652E+17,1.35122E+16,5.3032E+16,30002123,30002127,,,,,
30005011,Droselory,0.54125304,-2.11259E+17,1.8975E+16,4.95312E+16,30002124,30002123,,,,,
30005012,Haine,0.436471248,-2.08877E+17,2.73125E+16,6.39228E+16,30002124,30002126,,,,,
30005013,Perckhevin,0.531790127,-2.08047E+17,2.82323E+16,5.93986E+16,30002124,30002127,,,,,
30005014,Isenan,0.254427406,-2.10488E+17,5.23237E+15,5.54488E+16,30002125,30002123,,,,,
30005015,Synchelle,0.870733037,-2.02622E+17,4.99409E+16,3.98707E+16,30002125,30002127,,,,,
30005016,Wysalan,0.822094656,-2.04101E+17,5.50116E+16,4.76667E+16,30002126,30002124,,,,,
30005017,Yona,0.825190477,-2.03485E+17,5.69832E+16,5.4031E+16,30002126,30002128,,,,,
30005018,Noghere,0.680808732,-2.08082E+17,6.07747E+16,5.60136E+16,30002127,30002123,,,,,
30005019,Aporulie,0.788740121,-2.00621E+17,6.31138E+16,5.07196E+16,30002127,30002124,,,,,
30005020,Seyllin,0.413982814,-2.08329E+17,7.43064E+16,4.77574E+16,30002127,30002125,,,,,
30005021,Adrel,0.552320423,-2.10838E+17,6.45134E+16,5.72788E+16,30002128,30002126,,,,,
30005022,Ane,0.309507987,-2.08696E+17,7.91107E+16,5.38067E+16,30002129,30002131,,,,,
30005023,Clorteler,0.51562322,-1.98359E+17,7.55896E+16,5.43735E+16,30002129,30002133,,,,,
30005024,Atlangeins,0.880487083,-2.24291E+17,3.08982E+16,3.52657E+16,30002129,30002134,,,,,
30005025,Derririntel,0.818800728,-2.22709E+17,3.49685E+16,3.95386E+16,30002129,30002153,,,,,
30005026,Cat,0.677354411,-2.17529E+17,3.46641E+16,4.87622E+16,30002130,30002131,,,,,
30005027,Ommare,0.726705924,-2.15442E+17,3.69293E+16,4.4988E+16,30002130,30002133,,,,,
30005028,Andole,0.753389468,-2.13048E+17,3.99211E+16,4.38275E+16,30002130,30002134,,,,,
30005029,Vale,-1,-2.21716E+17,3.93333E+16,4.93278E+16,30002130,30002136,,,,,
30005030,Fensi,0.396833384,-2.53828E+17,2.48485E+16,-6.87888E+16,30002131,30002129,,,,,
30005031,Nebian,0.351496646,-2.59463E+17,1.92337E+16,-7.22549E+16,30002131,30002130,,,,,
30005032,Khabara,0.34089375,-2.58391E+17,1.21792E+16,-7.87805E+16,30002131,30002134,,,,,
30005033,Jeni,0.331891559,-2.65451E+17,1.4171E+16,-7.44342E+16,30002131,30002135,,,,,
30005034,Bridi,0.395946728,-2.50933E+17,1.96424E+16,-7.4066E+16,30002132,30002133,,,,,
30005035,Ami,0.438170999,-2.50913E+17,2.35232E+16,-8.0556E+16,30002133,30002120,,,,,
30005036,Amdonen,0.640654726,-2.56859E+17,3.10096E+16,-9.0128E+16,30002133,30002129,,,,,
30005037,Mora,0.932524172,-2.59015E+17,4.30241E+16,-1.00897E+17,30002133,30002130,,,,,
30005038,Kor-Azor Prime,0.913908135,-2.67127E+17,2.68673E+16,-9.30591E+16,30002133,30002132,,,,,
30005039,Leva,0.617346103,-2.701E+17,2.05787E+16,-1.01182E+17,30002133,30002137,,,,,
30005040,Nishah,0.576117872,-2.56981E+17,2.49945E+16,-8.98637E+16,30002134,30002129,,,,,
30005041,Masanuh,0.695140999,-2.67545E+17,2.56E+16,-1.1274E+17,30002134,30002130,,,,,
30005042,Sehmy,1,-2.61296E+17,5.06793E+16,-1.04997E+17,30002134,30002131,,,,,
30005043,Nakregde,0.830615053,-2.67149E+17,3.21784E+16,-9.57516E+16,30002134,30002135,,,,,
30005044,Danyana,0.773588095,-2.46367E+17,5.51084E+16,-9.66168E+16,30002134,30002136,,,,,
30005045,Nahyeen,0.770299501,-2.46797E+17,6.51007E+16,-1.08771E+17,30002135,30002131,,,,,
30005046,Jinkah,0.847549096,-2.48424E+17,5.9288E+16,-1.14304E+17,30002135,30002134,,,,,
30005047,Nibainkier,0.700486402,-2.50779E+17,4.77118E+16,-8.80445E+16,30002136,30002130,,,,,
30005048,Polfaly,0.830125828,-2.52479E+17,4.60378E+16,-9.46709E+16,30002136,30002134,,,,,
30005049,Andrub,0.673856379,-2.41042E+17,6.81424E+16,-1.05592E+17,30002137,30002133,,,,,
30005050,Kulu,0.572365101,-3.0024E+17,8.77206E+15,-9.08692E+16,30002138,30002104,,,,,
30005051,Choga,0.58182071,-3.04391E+17,4.09532E+15,-8.26315E+16,30002138,30002139,,,,,
30005052,Soumi,0.601999311,-3.07458E+17,8.43805E+15,-8.92015E+16,30002138,30002140,,,,,
30005053,Imih,0.573441822,-3.11693E+17,7.24631E+15,-7.93739E+16,30002139,30002138,,,,,
30005054,Nare,0.648393112,-3.13266E+17,3.42816E+15,-8.85613E+16,30002139,30002141,,,,,
30005055,Zinkon,0.708413167,-3.20458E+17,-1.08022E+16,-9.46452E+16,30002139,30002165,,,,,
30005056,Kizama,0.66693588,-3.18154E+17,3.43983E+15,-9.8914E+16,30002140,30002138,,,,,
30005057,Shaha,0.598174773,-3.30662E+17,7.77975E+15,-1.03019E+17,30002140,30002142,,,,,
30005058,Neesher,0.518060126,-3.35654E+17,1.32767E+16,-1.06208E+17,30002140,30002144,,,,,
30005059,Misha,0.494894559,-3.34081E+17,1.50986E+16,-1.11169E+17,30002141,30002139,,,,,
30005060,Ordion,0.504532654,-3.28941E+17,1.33804E+16,-1.17157E+17,30002141,30002143,,,,,
30005061,Perbhe,0.351466661,-3.43742E+17,2.32522E+16,-1.15158E+17,30002142,30002140,,,,,
30005062,Abath,0.166405685,-3.48555E+17,2.96138E+16,-1.43066E+17,30002142,30002144,,,,,
30005063,Schmaeel,0.17440297,-3.50216E+17,3.22603E+16,-1.36583E+17,30002143,30002141,,,,,
30005064,Mafra,0.119443154,-3.58847E+17,2.65754E+16,-1.44063E+17,30002143,30002159,,,,,
30005065,Arzi,0.138332831,-3.64831E+17,9.17354E+15,-1.41273E+17,30002144,30002140,,,,,
30005066,Kerying,0.160019674,-3.63973E+17,1.27154E+16,-1.35901E+17,30002144,30002142,,,,,
30005067,Zorenyen,0.111229693,-3.69313E+17,1.87654E+16,-1.38196E+17,30002145,30002110,,,,,
30005068,Oguser,0.217082555,-3.48492E+17,3.13923E+16,-1.28902E+17,30002145,30002146,,,,,
30005069,Nahol,0.554273678,-2.35908E+17,7.48159E+16,-1.03017E+17,30002145,30002147,,,,,
30005070,Tadadan,0.452806084,-2.34879E+17,7.6584E+16,-9.57341E+16,30002145,30002148,,,,,
30005071,Tralasa,0.559157766,-2.31252E+17,7.29571E+16,-1.01787E+17,30002146,30002145,,,,,
30005072,Gademam,0.391040629,-2.39575E+17,7.84932E+16,-9.13291E+16,30002146,30002147,,,,,
30005073,Pananan,0.201046988,-2.38929E+17,9.55476E+16,-9.28288E+16,30002146,30002148,,,,,
30005074,Daran,0.231621047,-2.3712E+17,8.90647E+16,-8.13074E+16,30002146,30002149,,,,,
30005075,Latari,0.56204964,-2.27469E+17,8.09444E+16,-1.08252E+17,30002146,30002150,,,,,
30005076,Shokal,0.499438601,-2.53148E+17,4.61003E+16,-7.54048E+16,30002147,30002145,,,,,
30005077,Atarli,0.442190082,-2.55389E+17,3.92955E+16,-7.13465E+16,30002147,30002146,,,,,
30005078,Keproh,0.453540616,-2.57056E+17,5.01566E+16,-7.36115E+16,30002147,30002150,,,,,
30005079,Zatamaka,0.408384659,-2.56785E+17,4.71643E+16,-6.82524E+16,30002148,30002145,,,,,
30005080,Rannoze,0.398825517,-2.57804E+17,3.32621E+16,-6.90798E+16,30002148,30002146,,,,,
30005081,Piri,0.455878448,-2.62281E+17,3.51195E+16,-7.7388E+16,30002148,30002150,,,,,
30005082,Enal,0.407627652,-2.62551E+17,2.91532E+16,-7.582E+16,30002149,30002146,,,,,
30005083,Jedandan,0.419223572,-2.69829E+17,3.02038E+16,-7.81236E+16,30002149,30002150,,,,,
30005084,Miroona,0.415573024,-2.75688E+17,2.27773E+16,-8.13511E+16,30002149,30002151,,,,,
30005085,Ranni,0.367556509,-2.77866E+17,1.84915E+16,-7.68853E+16,30002150,30002146,,,,,
30005086,Arza,0.32765106,-2.7379E+17,2.37151E+16,-7.05099E+16,30002150,30002147,,,,,
30005087,Liparer,0.449135638,-2.79355E+17,2.54422E+16,-8.46083E+16,30002150,30002148,,,,,
30005088,B-B0ME,-0.5219286,1.86726E+17,6.22063E+16,9.95209E+16,30002150,30002149,,,,,
30005089,TDP-T3,-0.47582108,1.8789E+17,5.54432E+16,1.02458E+17,30002151,30002149,,,,,
30005090,H-HGGJ,-0.198198572,1.97516E+17,6.1159E+16,9.84209E+16,30002151,30002152,,,,,
30005091,OJT-J3,-0.350243246,1.94889E+17,4.86964E+16,1.16947E+17,30002152,30002151,,,,,
30005092,A9-F18,-0.18000729,2.01765E+17,5.79424E+16,9.88604E+16,30002153,30002129,,,,,
30005093,DE-IHK,-0.511459061,1.98553E+17,4.20935E+16,1.30416E+17,30002153,30002154,,,,,
30005094,AY9X-Q,-0.17280601,1.91281E+17,7.49362E+16,7.79077E+16,30002153,30002157,,,,,
30005095,XU7-CH,-0.351563685,1.96137E+17,5.89252E+16,8.06742E+16,30002154,30002153,,,,,
30005096,2V-ZHM,-0.353427507,1.99823E+17,5.06624E+16,8.26068E+16,30002154,30002155,,,,,
30005097,V-3K7C,-0.43743803,2.04366E+17,4.70712E+16,7.81092E+16,30002155,30002154,,,,,
30005098,AK-L0Z,-0.197581837,2.03202E+17,3.95512E+16,9.19969E+16,30002155,30002156,,,,,
30005099,R-AG7W,-0.275650736,1.94447E+17,6.51965E+16,7.41849E+16,30002156,30002155,,,,,
30005100,E-WMT7,-0.143925452,2.39439E+17,3.6131E+16,3.52222E+16,30002156,30002158,,,,,
30005101,FLK-LJ,-0.183533047,2.43321E+17,2.54237E+16,4.68971E+16,30002157,30002153,,,,,
30005102,0FG-KS,-0.197788697,2.44156E+17,2.87104E+16,5.41979E+16,30002158,30002156,,,,,
30005103,F-5WYK,-0.472881448,2.5637E+17,1.83461E+16,6.13476E+16,30002159,30002143,,,,,
30005104,EF-QZK,-0.653066654,2.59384E+17,1.91181E+16,7.14644E+16,30002159,30002160,,,,,
30005105,RZ3O-K,-0.432108886,2.35144E+17,3.8239E+16,6.29882E+16,30002159,30002162,,,,,
30005106,LW-YEW,-0.487683406,2.05514E+17,4.78574E+16,1.32513E+17,30002160,30002159,,,,,
30005107,HB-KSF,-0.435965434,2.07465E+17,4.15514E+16,1.36554E+17,30002160,30002161,,,,,
30005108,EH2I-P,-0.408649141,2.14013E+17,4.74105E+16,1.31828E+17,30002160,30002163,,,,,
30005109,OP7-BP,-0.299954842,2.16424E+17,4.27646E+16,1.31349E+17,30002161,30002160,,,,,
30005110,5ZU-VG,-0.197647038,2.22325E+17,3.85419E+16,1.36151E+17,30002161,30002163,,,,,
30005111,6-1T6Z,-0.516026062,2.04346E+17,3.54959E+16,1.48119E+17,30002162,30002159,,,,,
30005112,R-AYGT,-0.57274987,2.12919E+17,5.58273E+16,1.34921E+17,30002162,30002164,,,,,
30005113,G-GRSZ,-0.592577611,2.13946E+17,5.91801E+16,1.38403E+17,30002162,30004820,,,,,
30005114,6-8QLA,-0.516423693,2.07152E+17,5.58004E+16,1.28618E+17,30002163,30000520,,,,,
30005115,5T-A3D,-0.199713973,2.24428E+17,4.12162E+16,1.42211E+17,30002163,30002160,,,,,
30005116,H-FOYG,-0.185875603,2.06331E+17,5.49891E+16,9.01073E+16,30002163,30002161,,,,,
30005117,1A8-6G,-0.270928782,2.16471E+17,4.86082E+16,8.92877E+16,30002164,30002162,,,,,
30005118,PE-SAM,-0.354530816,2.19503E+17,5.08573E+16,8.33955E+16,30002164,30002172,,,,,
30005119,RY-2FX,-0.361787454,2.23336E+17,2.99299E+16,9.19901E+16,30002165,30002139,,,,,
30005120,K-3PQW,-0.629908083,2.2013E+17,4.44681E+16,7.71543E+16,30002165,30002166,,,,,
30005121,4-M1TY,-0.812031133,2.19289E+17,3.58538E+16,7.10455E+16,30002165,30002167,,,,,
30005122,C6CG-W,-0.623083018,2.27575E+17,4.08423E+16,7.91787E+16,30002166,30002165,,,,,
30005123,H-29TM,-0.12347123,2.29774E+17,2.88478E+16,1.37531E+17,30002166,30002168,,,,,
30005124,KOI8-Z,-0.09769543,2.34238E+17,2.39633E+16,1.34927E+17,30002167,30002165,,,,,
30005125,D-QJR9,-0.067692852,2.30503E+17,2.01382E+16,1.44304E+17,30002167,30002168,,,,,
30005126,U4-V3J,-0.132307306,2.32896E+17,3.14783E+16,1.40864E+17,30002168,30002166,,,,,
30005127,B9N2-2,-0.061793153,2.31677E+17,2.04794E+16,1.48704E+17,30002168,30002167,,,,,
30005128,6Q4-X6,-0.084887361,2.31434E+17,2.6847E+16,1.5029E+17,30002168,30002169,,,,,
30005129,BEG-RL,-0.599435918,1.65899E+17,4.39756E+16,9.31188E+16,30002169,30002168,,,,,
30005130,972C-1,-0.371796541,1.69309E+17,3.57118E+16,1.00514E+17,30002169,30002170,,,,,
30005131,U-W436,-0.547340534,1.75067E+17,4.2057E+16,9.91867E+16,30002170,30002169,,,,,
30005132,Z-ENUD,-0.504996837,1.75178E+17,4.093E+16,1.03309E+17,30002170,30002171,,,,,
30005133,MJ-5F9,-0.619503006,1.79066E+17,4.9895E+16,1.03722E+17,30002170,30002178,,,,,
30005134,M5NO-B,-0.322296144,1.8372E+17,3.58077E+16,1.07438E+17,30002171,30002170,,,,,
30005135,JZ-UQC,-0.688131467,1.76928E+17,4.69516E+16,9.22172E+16,30002172,30002164,,,,,
30005136,JPEZ-R,-0.276428005,1.87069E+17,3.24873E+16,1.12133E+17,30002172,30002173,,,,,
30005137,9WVY-F,-0.784790206,1.75786E+17,5.36707E+16,8.45557E+16,30002172,30002175,,,,,
30005138,7M4-4C,-0.468538632,1.81831E+17,4.08388E+16,9.62821E+16,30002173,30002172,,,,,
30005139,2-YO2K,-0.176488836,2.09285E+17,3.77032E+16,9.73723E+16,30002173,30002174,,,,,
30005140,M-SG47,-0.193763009,2.11295E+17,3.73281E+16,9.44107E+16,30002173,30002175,,,,,
30005141,SR-10Z,-0.165802001,2.13252E+17,3.38177E+16,1.01576E+17,30002173,30002176,,,,,
30005142,W-KXEX,-0.325469352,2.13629E+17,3.2761E+16,8.90642E+16,30002174,30002173,,,,,
30005143,TAL1-3,-0.171495259,2.09943E+17,4.27607E+16,1.01002E+17,30002174,30002175,,,,,
30005144,QHY-RU,-0.158835256,2.09874E+17,3.70085E+16,1.06439E+17,30002174,30002177,,,,,
30005145,7AH-SF,-0.531748934,1.99244E+17,2.50368E+16,1.50866E+17,30002175,30002172,,,,,
30005146,7MMJ-3,-0.575957986,1.95364E+17,2.43842E+16,1.48655E+17,30002175,30002173,,,,,
30005147,PVF-N9,-0.61627656,1.91851E+17,2.23055E+16,1.50841E+17,30002175,30002174,,,,,
30005148,9-EXU9,-0.340475293,2.03095E+17,2.04065E+16,1.51567E+17,30002175,30002176,,,,,
30005149,4-1ECP,-0.472551744,2.03372E+17,2.3585E+16,1.56628E+17,30002176,30002173,,,,,
30005150,UYOC-1,-0.503325486,2.0471E+17,2.92577E+16,1.54542E+17,30002176,30002175,,,,,
30005151,5-U12M,-0.680477685,1.96357E+17,2.97012E+16,1.52163E+17,30002177,30002174,,,,,
30005152,5V-Q1R,-0.67561391,2.29267E+17,3.40798E+16,6.97307E+16,30002178,30002170,,,,,
30005153,M4-KX5,-0.587983539,2.33134E+17,4.02543E+16,7.59586E+16,30002178,30002179,,,,,
30005154,4F9Y-3,-0.58660573,2.3048E+17,3.26963E+16,6.42563E+16,30002178,30002180,,,,,
30005155,MS-RXH,-0.630137304,2.30146E+17,2.83901E+16,7.1368E+16,30002179,30002178,,,,,
30005156,U-3FKL,-0.446316123,2.37399E+17,2.37266E+16,6.22393E+16,30002179,30002180,,,,,
30005157,0XN-SK,-0.577452005,2.3178E+17,3.76989E+16,6.67089E+16,30002179,30002181,,,,,
30005158,J9A-BH,-0.280864277,2.26558E+17,5.37444E+16,1.13437E+17,30002179,30002182,,,,,
30005159,4F6-VZ,-0.483446267,2.34938E+17,4.88563E+16,1.21393E+17,30002180,30002178,,,,,
30005160,B-7LYC,-0.206962078,2.22675E+17,4.33393E+16,1.17894E+17,30002180,30002179,,,,,
30005161,JM0A-4,-0.576854106,2.38036E+17,5.14445E+16,1.26516E+17,30002180,30002181,,,,,
30005162,PT-2KR,-0.227993858,2.22928E+17,5.08095E+16,1.10704E+17,30002180,30002184,,,,,
30005163,L-POLO,-0.411443862,2.35187E+17,3.79885E+16,1.25386E+17,30002181,30000513,,,,,
30005164,8B-A4E,-0.46182539,2.37178E+17,3.75204E+16,1.28623E+17,30002181,30002179,,,,,
30005165,49V-E4,-0.19069839,2.22834E+17,3.94448E+16,1.16942E+17,30002181,30002180,,,,,
30005166,3LL-O0,-0.51520445,2.33388E+17,4.73287E+16,1.2385E+17,30002181,30002185,,,,,
30005167,A1F-22,-0.783978456,2.38324E+17,4.54755E+16,1.32167E+17,30002182,30002179,,,,,
30005168,9-ZA4Z,-0.408799176,2.40256E+17,2.25379E+16,6.05748E+16,30002182,30002183,,,,,
30005169,IU-E9T,-0.434272931,2.35888E+17,2.14649E+16,5.724E+16,30002183,30002182,,,,,
30005170,NGM-OK,-0.416741518,2.38538E+17,1.0144E+16,5.51905E+16,30002183,30004871,,,,,
30005171,O-QKSM,-0.409615717,2.36429E+17,9.87064E+15,4.92798E+16,30002184,30002180,,,,,
30005172,QKQ3-L,-0.644716275,2.33512E+17,1.36322E+16,4.72115E+16,30002184,30002186,,,,,
30005173,VWES-Y,-1,2.26353E+17,1.77429E+16,4.33079E+16,30002185,30002181,,,,,
30005174,SY-OLX,-0.619078973,2.43735E+17,-8.50202E+14,6.08828E+16,30002186,30002184,,,,,
30005175,XY-ZCI,-0.832725811,2.48243E+17,6.23291E+14,7.64878E+16,30002187,30002189,,,,,
30005176,7JRA-G,-0.726114738,2.4826E+17,1.13733E+15,6.28007E+16,30002187,30002192,,,,,
30005177,W-CSFY,-0.622987477,2.49248E+17,-1.20057E+16,6.05849E+16,30002187,30002282,,,,,
30005178,PFV-ZH,-0.312812525,2.46785E+17,-7.4101E+15,4.99739E+16,30002187,30003491,,,,,
30005179,L5Y4-M,-0.174127254,2.47215E+17,-9.89186E+15,4.44518E+16,30002187,30003522,,,,,
30005180,9IZ-HU,-0.384282683,2.43419E+17,1.17399E+16,5.43124E+16,30002187,30005038,,,,,
30005181,OBV-YC,-0.329756653,2.45243E+17,2.1184E+16,5.70623E+16,30002188,30002189,,,,,
30005182,2AUL-X,-0.347436694,2.39323E+17,2.20395E+16,4.99873E+16,30002188,30002191,,,,,
30005183,F-HQWV,-0.544955515,2.48929E+17,6.28482E+15,5.68737E+16,30002188,30002193,,,,,
30005184,F-A3TR,-0.479261264,2.49603E+17,5.94817E+15,5.43206E+16,30002188,30004095,,,,,
30005185,PA-ALN,-0.472431258,2.36289E+17,2.17414E+16,3.99998E+16,30002189,30002187,,,,,
30005186,01B-88,-0.742570797,1.96765E+17,2.88643E+16,1.58309E+17,30002189,30002188,,,,,
30005187,F18-AY,-0.82217973,1.92439E+17,2.69507E+16,1.61212E+17,30002189,30002190,,,,,
30005188,RZ8A-P,-0.957327397,1.91702E+17,3.2556E+16,1.67653E+17,30002189,30002196,,,,,
30005189,MTO2-2,-1,1.8877E+17,3.32435E+16,1.7306E+17,30002189,30003491,,,,,
30005190,C3I-D5,-0.976943646,1.92872E+17,3.25218E+16,1.72606E+17,30002190,30002189,,,,,
30005191,0-U2M4,-0.899600872,1.89882E+17,3.67576E+16,1.62553E+17,30002190,30002194,,,,,
30005192,Shera,0.598078156,-2.14901E+17,4.87676E+16,-2.49328E+16,30002190,30002195,,,,,
30005193,Lor,0.519171681,-2.21608E+17,4.08481E+16,-1.9316E+16,30002190,30002196,,,,,
30005194,Cleyd,0.481204492,-2.25512E+17,4.108E+16,-1.71701E+16,30002191,30002188,,,,,
30005195,Vecamia,0.44439072,-2.20542E+17,3.87917E+16,-7.6162E+15,30002191,30002192,,,,,
30005196,Ahbazon,0.420520361,-2.19629E+17,2.34865E+16,-9.9042E+15,30002191,30002242,,,,,
30005197,Atreen,0.458911598,-2.26823E+17,4.96833E+16,-1.87468E+16,30002192,30002187,,,,,
30005198,Pakhshi,0.845482997,-2.10731E+17,3.99592E+16,2.8294E+16,30002192,30002191,,,,,
30005199,Tar,0.756677245,-2.21641E+17,4.05817E+16,2.49214E+16,30002192,30002194,,,,,
30005200,Tekaima,0.594752422,-2.22646E+17,3.42113E+16,1.45241E+16,30002193,30002188,,,,,
30005201,Manarq,0.815666223,-2.28057E+17,3.59842E+16,2.66669E+16,30002193,30002197,,,,,
30005202,Emsar,0.712928949,-2.34179E+17,4.46305E+16,2.60616E+16,30002193,30003491,,,,,
30005203,Ourapheh,0.861960173,-2.26388E+17,3.55907E+16,3.21116E+16,30002194,30002190,,,,,
30005204,Yulai,1,-2.34564E+17,2.7802E+16,3.60195E+16,30002194,30002192,,,,,
30005205,Tarta,0.498363576,-2.3239E+17,4.05154E+16,9.92028E+15,30002194,30004152,,,,,
30005206,Kemerk,0.766989594,-2.35633E+17,1.47513E+16,3.66401E+16,30002195,30002190,,,,,
30005207,Nardiarang,0.431209062,-2.31674E+17,4.78853E+16,-1.65903E+16,30002195,30002196,,,,,
30005208,Ziasad,0.442404684,-2.43011E+17,4.36834E+16,-1.34727E+16,30002196,30002189,,,,,
30005209,Sibe,0.456226498,-2.45973E+17,4.35091E+16,-9.958E+15,30002196,30002190,,,,,
30005210,Makhwasan,0.415119612,-2.41947E+17,4.61385E+16,-3.5354E+15,30002196,30002195,,,,,
30005211,Zarer,0.368477275,-2.41633E+17,5.32617E+16,3.99288E+15,30002197,30002193,,,,,
30005212,Toon,0.353550057,-2.48847E+17,5.55749E+16,-9.70796E+15,30002197,30002198,,,,,
30005213,Hesarid,0.373221655,-2.53632E+17,5.47996E+16,-1.51031E+16,30002197,30002203,,,,,
30005214,Ashokon,0.700070149,-2.40648E+17,4.2409E+16,2.12314E+16,30002197,30004081,,,,,
30005215,Avyuh,0.565883618,-2.42573E+17,5.32993E+16,2.00319E+16,30002198,30002197,,,,,
30005216,Apanake,0.488193859,-2.47684E+17,5.69034E+16,1.55144E+16,30002198,30002199,,,,,
30005217,Sheroo,0.599966265,-2.53219E+17,4.86907E+16,1.33392E+16,30002198,30002203,,,,,
30005218,Sosh,0.517311754,-2.53768E+17,4.85383E+16,6.81904E+15,30002199,30002198,,,,,
30005219,Sigga,0.542144859,-2.52078E+17,4.27057E+16,4.59173E+15,30002199,30002200,,,,,
30005220,Keseya,0.60595952,-2.54823E+17,3.35553E+16,2.05129E+14,30002199,30002201,,,,,
30005221,Zoohen,0.467727116,-2.3371E+17,3.74382E+16,5.42714E+15,30002199,30002244,,,,,
30005222,Serren,0.45887851,-2.37392E+17,3.33736E+16,5.17103E+13,30002200,30002199,,,,,
30005223,Hadji,0.492758662,-2.42832E+17,3.11432E+16,-1.92398E+15,30002201,30002199,,,,,
30005224,Assez,0.442117871,-2.35495E+17,3.28634E+16,-7.85863E+15,30002201,30002202,,,,,
30005225,Alal,0.443534431,-2.37443E+17,2.43282E+16,-1.18858E+16,30002201,30002236,,,,,
30005226,Dom-Aphis,0.436358614,-2.32738E+17,2.26769E+16,-1.6858E+16,30002202,30002201,,,,,
30005227,Iderion,0.474549372,-2.34517E+17,2.53551E+16,-2.29592E+16,30002202,30005030,,,,,
30005228,Chamja,0.43089666,-2.36216E+17,2.37868E+16,-4.27755E+15,30002203,30002197,,,,,
30005229,Diaderi,0.771330779,-2.4763E+17,2.81205E+16,2.52656E+16,30002203,30002198,,,,,
30005230,Manatirid,0.548526261,-2.55181E+17,1.87055E+16,1.66503E+16,30002204,30002205,,,,,
30005231,Pashanai,0.457643257,-2.57911E+17,9.96823E+15,1.258E+16,30002204,30002209,,,,,
30005232,Pamah,0.497449159,-2.63296E+17,1.03803E+16,1.13023E+16,30002205,30002204,,,,,
30005233,Leran,0.419950567,-2.6234E+17,7.2319E+15,1.54422E+16,30002205,30002206,,,,,
30005234,Beke,0.345119525,-2.47616E+17,4.92508E+15,1.2006E+16,30002205,30002208,,,,,
30005235,Malma,0.533899089,-2.74685E+17,4.92436E+15,9.43664E+14,30002205,30002209,,,,,
30005236,Noranim,0.337220964,-2.61726E+17,2.57829E+16,-5.8555E+16,30002205,30003485,,,,,
30005237,Chej,0.28344913,-2.6824E+17,8.92871E+15,-5.15573E+16,30002206,30002205,,,,,
30005238,Menai,0.341402486,-2.64443E+17,3.58696E+16,-6.51667E+16,30002206,30002207,,,,,
